n_top_genes,min_genes,min_cells,normalize_target,n_latent,n_hidden,n_layers,learning_rate,dropout_rate,use_layer_norm,use_batch_norm,max_epochs,batch_silhouette_pca,celltype_silhouette_pca,batch_silhouette_scvi,celltype_silhouette_scvi,batch_effect_reduction,bio_preservation,optimization_score
1500,150,3,4059.611610484306,20,160,2,0.0016738085788752138,0.0,False,False,100,0.0018388499,0.21659364,0.0027559346,0.09960641,-0.00091708475,0.09960641,-0.09776989999227226
