n_top_genes,min_genes,min_cells,normalize_target,n_latent,n_hidden,n_layers,learning_rate,dropout_rate,use_layer_norm,use_batch_norm,max_epochs,batch_silhouette_pca,celltype_silhouette_pca,batch_silhouette_scvi,celltype_silhouette_scvi,batch_effect_reduction,bio_preservation,optimization_score
1500,250,7,1238.5137298860925,22,96,1,0.007902619549708232,0.5,True,False,100,0.0021555999,0.2441196,0.004213504,0.33306727,-0.0020579041,0.33306727,-0.3299315640470013
